Bedrooms,Area,City_Distance,Age,Price
1,39.55732771,1976.81,9,92630.33139
1,34.73394198594755,632.95,66,96833.30950521443
1,38.710254344702165,604.45,2,95509.4739
1,18.51873528000306,1299.12,69,90080.56626404356
1,49.55187820181022,1340.97,13,93268.5739
1,52.55314452160655,1177.2,75,95430.79323964972
1,61.83218477901124,528.5,42,95335.06086236092
1,52.74702635424181,1528.73,87,87808.51526872587
1,48.83771872893978,701.44,94,94143.3707
1,30.492895352891985,1455.54,9,95826.55993031945
1,51.47935533567053,1655.31,15,94797.35996421648
1,43.22425418706858,1535.65,23,93167.51262151085
1,22.586525054988115,109.21,24,94385.22773059714
1,52.059062975156486,1983.36,80,89472.30698502087
1,66.54250905226726,1246.75,82,92616.68597355433
1,53.91365537212604,1397.25,76,92028.83292664732
1,62.21438844,1351.38,51,92835.17273007584
1,40.386084372339255,803.6,29,96869.99100280274
1,44.49015256249058,671.84,55,92071.38893806288
1,37.00899952625203,690.99,60,94613.39358297916
1,38.80876284823795,1806.23,27,88624.09119885374
1,67.77905188612937,801.16,52,93031.40109831672
1,57.356416227232735,195.46,64,95979.88558755018
1,39.76723610189187,246.29,19,97103.59675
1,23.82218562981295,579.61,11,95625.00666796294
1,21.15144569136749,1682.68,20,93651.59655
1,67.44306120892526,1610.6,5,93314.99144237832
1,58.077932902836814,1426.59,73,93624.09947177132
1,43.03063986858914,597.99,93,91659.40179263912
1,19.23670459938789,1872.87,9,93573.01276513678
1,21.688267830669872,384.9,2,98697.47934514449
1,54.14322818839587,1471.05,21,93771.63936321856
1,29.83190641,1408.67,19,93259.50209
1,48.218144033361455,1531.37,18,91969.86153
1,48.22279073960912,1557.37,64,89468.96703
1,27.83649355946642,1988.33,21,91513.77651
1,37.76814527606533,1140.4,85,89538.04381379072
1,35.73533929173052,365.69,50,95627.70609323344
1,12.905468626600657,697.99,97,91365.77535008524
1,18.54258916395876,982.67,96,92630.94205742145
1,59.90397455889649,1131.53,97,94664.96209713776
1,37.268695292831325,497.86,11,94762.58546644828
1,57.27803567202186,1967.96,70,91887.32024874742
1,16.355640743095986,1014.61,73,91986.02234276664
1,41.4607958,935.32,43,95955.04927
1,12.71971675925816,203.2,70,94768.73230236466
1,24.92274737442497,551.7,0,93639.48804363723
1,24.67708084849908,238.58,89,92262.35846823768
1,38.580565151181325,1116.67,13,95269.92777843207
1,55.7001208,817.11,74,94783.43721320073
1,37.95647457404779,1957.87,15,91101.17243
1,23.67054572068581,1774.98,18,90429.79122128176
1,43.25548434542661,858.4,10,92495.11726315058
1,33.09771570078543,366.4,73,91926.14876113745
1,66.5480997,1329.16,8,95425.95278
1,71.52065925900443,1676.33,75,89850.90249273507
1,31.96274427680791,1275.88,37,90906.30117118685
1,65.57039962478056,301.51,37,98292.45798356384
1,60.02566677577093,710.82,60,94267.33580044674
1,24.10182932563025,21,61,94942.25152882356
1,10.557435045276405,1502.31,75,89789.71428700577
1,33.704107773211646,1801.64,40,89975.53083816206
1,49.71789667318077,54.65,26,99757.98057382827
1,48.924576640937815,882.69,47,91933.85018656384
1,46.332836888834905,1601.85,31,92035.90628
1,53.19540740096406,323.87,84,96123.89712
1,70.11224395193568,1435.85,15,96581.68263311742
1,24.46062871,1844.2,82,91152.42356337182
1,59.39099920081112,1424.85,53,93825.41937620362
1,45.36077059477951,1646.91,20,95929.80577077508
1,15.495775242146568,576.64,88,91584.32634157414
1,64.52394795512812,467.26,76,95312.85521696867
1,66.20777750634387,1915.15,61,93043.81139435258
1,43.76496669105374,1671.8,71,89156.06054163183
1,13.571323528216151,688.36,85,94320.09029833856
1,67.47338573200602,558.31,64,93129.11386555678
1,38.07759328158643,1663.43,19,90897.86545326147
1,74.68679934,1270.9,31,95136.25374033942
1,27.499827343142726,550.65,24,93947.38847
1,33.57987061706907,444.6,95,92270.83122207684
1,41.07038341491186,41.89,78,97788.22920176265
1,26.63946684569992,1783.67,41,92845.67029
1,21.95923127,1996.16,76,88436.96035737568
1,14.933413736352051,1816.33,60,92372.0665
1,71.46340960384136,1535.17,37,92986.70195
1,68.62562184499976,190.35,31,94655.14960392582
1,16.591259333150635,1092.98,26,95591.42460049054
1,26.19330342416227,1522.01,19,93080.33929096143
1,36.70495054,1985.85,83,88108.39714760141
1,20.292823137085364,1624.46,1,88940.16127151658
1,31.77123956386494,1974.11,83,90257.76630123112
1,54.61079044686561,1007.87,34,94620.64369151992
1,67.84180371413711,1260.41,87,93283.64029516817
1,63.81054364351502,1598.57,36,93315.03266
1,60.28536911007775,1919.58,54,91629.29337
1,35.68711402107078,1026.69,3,92367.50648475753
1,33.34978907873156,427.15,16,95779.86705606947
1,52.737477474608326,502.18,57,96065.19053034089
1,31.52123286200146,1071.6,14,93404.10258
1,55.16963989268987,351.85,2,98489.62681327685
1,70.80306750379836,568.63,88,97752.06966361088
1,54.62250874217213,1300.04,20,94116.6759
1,52.14093320787869,519.4,39,93345.66209
1,41.38562028041693,1610.53,86,88853.09877403546
1,25.840268712967948,677.88,41,91147.71407608694
1,76.99355999,1755.86,5,94828.46804142214
1,39.35946031152374,1429.64,48,94102.31385195989
1,40.29250799364956,1442.05,22,92628.12833643692
1,63.51688730200877,115.43,26,97793.41618357296
1,23.32394898033798,1667.41,36,89968.93009000533
1,60.442586219331865,1968.18,2,91485.75281087052
1,30.99307303237542,727.88,39,93682.5608
1,48.44913105707847,1486.64,38,91970.14112939232
1,53.47600169451536,73.59,44,95640.47448
1,23.071175273833003,991.54,62,92431.21049661707
1,35.808405342046946,821.26,69,95949.36933928305
1,38.04424182522395,557.61,46,95880.72145488928
1,63.394945881951806,1494.36,79,91120.18029405216
1,69.21630037653112,1222.69,18,95076.83992315922
1,51.72660527779499,1454.39,33,94361.19810759249
1,32.19559950375539,767.45,8,94349.21000261523
1,16.59580089182355,1694.74,76,88139.68021257629
1,14.346568157935945,1748.19,12,89328.61976354383
1,25.21081540429097,556.05,47,95153.92515839147
1,20.470035419156822,1431.52,26,95381.27240564494
1,52.05549579769667,1489.95,72,92047.58298
1,59.81392774962326,210.14,81,93785.68244
1,14.36330544,1481.3,1,92202.53716102365
1,48.45749053148312,364.81,90,92405.51484438824
1,32.11529986226418,1419.93,95,93500.86435
1,45.92477079856448,1057.9,10,95781.73925714864
1,29.733399894911983,986.52,16,94289.69303287746
1,32.02905380571474,1233.82,48,95229.64210606624
1,64.52019414,403.2,71,95616.40700967453
1,46.44521293776895,1632.87,77,90704.90758601308
1,47.43558223473295,1046.23,71,94110.23726240436
1,16.686250845762874,863.13,76,95105.40567706584
1,11.178591506904793,1018.03,85,94565.41331337206
1,75.00472954519836,1351.27,43,95708.93755364604
1,34.283169915110165,1043.1,89,91378.18897
1,45.70364373539934,620.64,19,95610.14919367514
1,19.96771745477254,437.21,52,94435.88831678109
1,30.425383732987687,200.65,54,95827.55777448507
1,42.54494546321554,1447.66,44,91348.82840919368
1,16.230803828922216,1619.85,95,89032.50012685917
1,40.47443003703207,233.29,53,99412.72197806848
1,48.93018435084013,1112.98,12,93416.79087
1,35.000761408799654,1914.02,94,92293.64426567062
1,36.59825437,1526.88,8,94913.23752393498
1,41.32478247768779,1261.6,48,91024.82379083605
1,72.39956290290806,435.4,96,95315.66772702632
1,40.75508924876732,1995.32,36,89996.02794247161
1,73.32416786,790.97,44,94647.48571072512
1,35.17862158238361,1902.15,66,89584.50688894128
1,43.12424307124169,1254.14,46,94530.59682891164
1,10.508351965577411,53.31,38,93403.03297
1,37.36998522057757,1926.02,5,91455.88793
1,37.17580450296074,1926.76,71,90675.92969032055
1,53.25068565040619,14.67,78,96753.39020957104
1,39.10331011,950.14,25,91610.12138604508
1,44.178945377615314,1779.13,68,92743.80291
1,29.13625959,643.29,71,94321.17949591955
1,48.67927838662929,1469.65,72,88306.52868583438
1,61.27696976918751,723.87,49,95775.94764
1,20.30542912289827,1573.37,58,90048.39062888437
1,21.74764978167014,261.61,10,96772.8084
1,65.88351145,1892.08,35,90806.39093698816
1,42.89480484,515.82,14,98063.56311447384
1,46.00270237214438,1986.26,63,89914.42636605725
1,49.92769822752709,1917.99,4,93849.50694421784
1,49.23051476595417,812.99,84,93661.09745493135
1,59.08062386085094,1727.1,55,88439.04317899846
1,32.98396599554519,371.68,55,96398.67553
1,49.94630822891106,361.3,71,98832.85491623514
1,20.443733385402503,1044.09,91,90065.48284
1,53.414295182644935,1191.25,96,90082.03481784988
1,19.82830331166208,48.1,16,98424.42025816458
1,40.32485477178908,879.29,58,92341.05867
1,20.84224580834156,1323.6,45,91678.90059569012
1,50.065493845421685,620.83,26,98457.08131
1,19.176517508486768,1468.8,21,90106.64048856898
1,38.50154892920902,977.56,4,92451.90192
1,21.10034185366636,782.81,78,92661.20656
1,38.50032142728405,1834.94,70,91732.99492873938
1,65.52574212707029,1052.42,71,90157.42615
1,41.00423166872584,1485.13,48,92569.32971047802
1,29.555955638280704,1595.79,79,89869.70595242409
1,36.90437828411408,1667.02,66,90995.86492
1,42.99271954397288,1194.8,36,93260.87559498764
1,53.46215983307103,1469.69,12,95977.12466942822
1,20.306459667440866,1386.8,3,89969.03593289078
1,50.63464073,1829.63,72,89217.98307846923
1,16.176581915241854,1520.87,62,91629.2777
1,55.58163574717238,434.33,3,97041.86552195612
1,29.77520860072832,672.49,38,95055.15949505172
1,42.11228427448879,1829.09,92,89759.22198
1,23.34861338117278,864.39,48,92981.98822016508
1,55.902296722201314,1100.35,62,91625.09091
1,41.52331350063884,1528.45,24,92412.95545994485
1,66.12557827706732,1745.24,5,93956.53429
1,39.85368161491878,738.86,13,95083.89451032848
1,60.87419264495715,18.15,13,98033.78544
1,55.99027272040296,732.87,41,96786.16836
1,42.05716332035228,1230.89,20,92468.51781683252
1,63.71320900550002,347.38,75,94407.68987739836
1,32.892340737273045,1249.4,97,92267.37531303836
1,41.63786770750319,1055.52,34,95114.32948671556
1,15.494366779417916,1360.3,46,91334.59433511744
1,34.27514275146487,1329.48,66,89425.56487
1,26.963035423391947,640.14,30,94508.70661234764
1,62.96108686824635,465.68,49,96111.49931559718
1,11.817699351670848,1067.01,91,92376.07460723986
1,66.52624112388338,1213.01,62,89470.13554837456
1,43.169858543210914,1641.33,62,91541.64715
1,50.07867687968664,463.61,82,96566.12168285862
1,42.01358915338364,1948.87,46,91628.19768056006
1,30.21821643127322,1677.07,70,91693.97644287674
1,16.646175418767616,1438.04,97,90195.01168525744
1,73.65605552,1017.6,22,90680.36938367884
1,47.78589974594481,816.37,49,96616.49984781332
1,37.62610202921364,1314.2,44,94499.26278233022
1,39.89483624653663,532.84,11,99172.79774
1,19.98870349676338,289.76,86,93632.74508
1,26.90245716881815,1879.93,84,86113.59297392477
1,37.07303820168512,785.33,79,92663.98468
1,57.56108822081565,276.32,92,94789.09015556164
1,46.18826208504812,179.47,83,94957.38573925884
1,29.20759195395225,1570.78,49,91487.09079
1,11.718345300488895,1943.99,53,90843.48641004956
1,12.597591941006051,595.74,68,92756.27077884978
1,24.61376842763739,531.44,30,93536.50753
1,40.71927078295046,1143.93,97,93641.08054892212
1,21.23348604,1417.32,41,90940.48486203706
1,56.65500060921589,819.08,11,95634.13740991852
1,29.20743520502112,604.18,22,94774.25941539725
1,30.11431527860419,1669.92,91,89684.46956
1,66.56815406677762,1704.67,42,94717.89518
1,13.215438172684877,316.07,72,94181.40357
1,12.774221375729049,419.87,40,93996.31446103111
1,46.262925644694384,817.6,45,94709.21689353988
1,21.428736178645583,1319.96,58,92927.58591
1,29.51419300993036,1625.77,36,90590.13291819875
1,15.75702877018847,252.26,24,95277.63096
1,11.007142081597278,1176.89,88,89807.24746004259
1,18.96947349161659,1152.26,44,93437.30298
1,48.69534731137203,1056.35,41,96847.71915215434
1,44.65917530634313,365.8,27,98654.36976833618
1,18.839726165761068,72.94,60,93806.89989477165
1,30.351320457160067,1799.2,37,89538.77259843348
1,18.55448321804355,810.82,73,92818.77618240728
1,32.76536357431043,722.25,88,94142.99105308828
1,73.07618648,303.3,30,98316.63071874186
1,38.35811697341487,1474.73,49,90225.58463208604
1,33.629002760167666,247.75,45,95678.22673898312
1,71.36346233634538,1519,65,93806.22499088914
1,34.47579427719704,1245.15,85,87935.37763960095
1,15.626944786382056,797.03,20,93076.88568
1,52.73939339677048,692.75,48,94226.00078246632
1,40.93767633480004,49.08,41,97522.95020723814
1,68.13974298058673,1041.54,42,93393.66184581535
1,46.15319525720267,370.19,27,97158.41476
1,57.09807388506134,820.76,68,93708.97978338378
1,40.517842030692265,952.88,42,95224.88680511068
1,38.530260946431454,1976.27,19,89044.92372107902
1,34.690903128498434,462.39,6,96402.027
1,62.02387400577492,1224.11,80,94285.26202
1,33.53662659446748,1929.55,24,90510.70456767333
1,29.106361160569133,1581.8,20,91467.62574799336
1,25.763358279546807,1511.28,81,92756.02484391636
1,15.337204942530867,203.03,17,97232.69161
1,26.69084776941742,626.58,80,91808.64206953318
1,36.93344441103827,1252.93,45,92041.98549616622
1,72.50500347800539,1161.83,32,94454.04708316684
1,16.666535382120433,904.94,46,95628.26938
1,52.10381867941473,100.48,37,98259.69441194688
1,52.16744476937273,1870.96,33,93132.88218839606
1,36.80068095,1216.37,17,93318.70285113309
1,17.356681559761732,1901.14,27,89312.0216
1,68.40187035719921,1411.55,31,93687.99205606728
1,36.17519214929466,965.15,97,93528.48067900464
1,33.74270415140662,1176.57,12,91837.21316137088
1,18.098931440355205,261.62,29,95633.27448191406
1,22.50052189287605,327.32,36,95254.99421878748
1,15.641837853642922,1168.2,39,91903.2334
1,32.58041495652837,1136.85,26,96941.65773
1,38.87231083475495,1424.06,86,90336.37933417365
1,19.14074771,47.73,15,94961.55878099932
1,37.480692857403525,1940.79,57,90491.25796
1,10.306877272408457,819.66,32,89939.35026273358
1,25.677410361471825,902.09,41,94093.85679124465
1,31.49805411470412,1157.38,5,94932.74452284066
1,54.03055590737621,1252.47,29,93375.87303287648
1,18.403252081269493,270.19,69,94822.48353615904
1,30.50912233782858,1295.39,44,92069.44490966924
1,51.71435534518055,963.56,68,94151.90066294996
1,48.48156018539665,1571.76,92,89461.47780846054
1,73.52547743570034,825.4,92,95956.22744727891
1,65.50416653375797,1628.31,71,91711.95240120962
1,71.12929996,1690.35,28,91287.40029
1,10.299392255842278,549.68,66,93928.75055084784
1,24.39726489,1934.6,25,90848.15701443492
1,75.61013498449987,1027.16,56,95183.49256
1,34.392641877479974,578.04,34,97288.70248871487
1,35.43599030205652,1452.62,39,92789.18445
1,61.734551792671205,226.05,46,98258.95422
1,50.64611132466916,569.14,21,95109.37658354308
1,27.640093466800483,1982.5,70,90966.35738
1,66.31537405739752,321.37,37,97956.94393240806
1,23.12063359094668,853.93,72,94957.75778
1,38.720885509499496,1185.02,77,93202.88600800151
1,38.47558429614695,1495.02,59,89693.20125724736
1,25.47661849533835,697.77,44,94378.11594208224
1,41.00606009602093,977.05,76,91458.42778335902
1,52.6870045,651.29,58,91908.41334721458
1,64.67003312875694,388.9,3,98415.07340525276
1,29.23602081735304,1508.87,89,91211.01405916852
1,41.87040651918284,1196.76,4,93122.97192091215
1,28.24312556657264,1692.45,89,88678.48476142401
1,44.06790399080554,950.74,69,90528.35379416127
1,43.13782249624276,1270.21,81,91180.18340384553
1,11.714254345855432,1824.95,34,88269.50159313454
1,29.74198447731064,1931.58,6,91313.76768303668
1,39.91222127508428,132.21,3,96892.31028
1,40.75870552252738,450,60,94497.42188484305
1,27.051036394318626,700.68,93,92364.44742911344
1,32.02972391968355,1438.1,72,94033.36952163425
1,51.00259979978811,50.31,93,97383.89343420853
1,32.13228749117194,918.72,10,93376.84336352115
1,40.24712994503701,459.2,57,96332.61531984631
1,37.65978126,927.05,86,92169.24166
1,15.785378052341294,1981.92,68,86549.56844601018
1,62.819235854288216,564.01,94,93162.68776502943
1,47.55954474086224,1557.88,85,86550.86611619883
1,72.14284757833892,1664.39,69,91172.00955168594
1,32.29881463771953,1472.83,58,90522.11396792956
1,66.89316150551836,1031.07,58,96107.73995216435
1,40.17512847811004,1898.12,82,89358.09643024969
1,26.995364888678274,699.9,25,94928.31862756364
1,70.94096914,638.46,44,97497.6427
1,26.18776186,373.53,28,96247.20890114002
1,42.57693995204986,1946.73,8,94234.24020601471
1,39.617706026088136,1789.29,69,90899.0882
1,19.636474898718102,1101.81,1,94150.86223424814
1,38.228884674972896,1570.66,55,89047.98434859345
1,19.293985676493428,1096.59,49,94880.40153
1,14.658500886220724,775.56,42,91304.85263365298
1,11.108904826144167,312.8,13,95289.75831886014
1,53.28598830817812,1462.21,94,91871.4463
1,15.548748906081803,481.19,77,96247.76333278757
1,35.74431504669187,1403.82,85,88475.32499002089
1,17.69927099122753,742.88,29,91747.78843447096
1,27.33647609822931,378.37,92,90434.30916535092
1,11.154511283906375,1698.82,61,89978.80975418584
1,42.21067821026607,1401.38,57,93969.97289798384
1,32.85056424519226,746.16,43,93733.98480324975
1,15.108052523929237,500.47,23,95105.33411954164
1,50.175574115756106,1854.54,95,89668.78367445269
1,61.54692946711888,798.33,87,93609.98757780732
1,42.14921125234093,660.73,82,93480.66763598734
1,23.75525016,1587.78,58,93047.2612
1,16.840686780385845,457.2,80,97023.26770524954
1,29.24820034536553,959.39,19,92789.8898
1,14.169012844796631,1251.35,16,94263.60145557312
1,42.16357449221041,510.22,67,94529.21571633055
1,34.765832198357806,848.21,7,94251.05043
1,34.605614487798604,344.57,5,98625.52657302668
1,34.38380452081359,920.72,45,93940.89517942996
1,70.28469176704549,886.01,36,95907.47200004807
1,45.952505024685216,1713.38,72,89729.73775313672
1,38.486460048168894,1472.92,50,92880.99667247088
1,23.964309234552488,377.81,42,95080.52886994496
1,53.80447171798546,753.9,90,95278.92638091889
1,54.74598371116876,602.23,28,96416.47443436336
1,54.54460048978663,1179.23,52,91458.52572685358
1,45.74492647096122,1763.12,85,88967.14644222986
1,29.814609533765044,671.86,50,92861.69480242756
1,24.17651981953341,1218.57,45,92520.39867456688
1,27.72735354578201,989.62,38,90412.50441882249
1,19.81690314646945,1614.87,72,90886.83453078353
1,41.63531507,510.63,86,95795.52021392556
1,48.844324927448106,633.91,14,95672.31942715624
1,64.28704467508413,1142.09,71,94688.04293
1,23.43642959816203,1896.58,18,90706.22341366007
1,72.35073439945413,1392.5,22,95309.74088521847
1,25.92888321164913,1212.27,90,90403.22782518662
1,25.63845183405921,1488.98,78,90261.88445737778
1,33.68131482690361,656.5,94,92114.99462286482
1,29.14332348914085,1872.59,9,90332.35920141057
1,43.164264683300026,225.3,56,99344.30156537518
1,49.47365866997093,498.5,67,96615.84437496272
1,60.47001676290751,1281.36,66,92648.6264
1,27.30212719292203,1076.71,12,90920.79796914576
1,46.75900855060621,1768.24,31,94233.77722781293
1,24.696249026748248,1457.87,64,89971.12979031063
1,40.75653936,818.15,60,91977.31429632248
1,45.546186574318206,1718.13,92,90271.62096
1,22.306307535859368,484.78,67,94850.42808927776
1,48.60008001100209,967.23,5,90971.11949215185
1,58.46301048490999,1977.52,85,91825.39117
1,43.694562341863005,1002.79,8,95020.68928
1,12.02432833350093,1988.31,60,86693.87074596563
1,39.472511073972726,1359.82,27,90891.94102617702
1,26.38008454767182,1242.76,41,89441.89554415573
1,44.95575268333346,1740.74,14,92549.19967
1,35.95004810638804,755.69,50,96767.6532
1,34.55867049340195,1868.03,32,90600.33321821837
1,24.41757943,315.26,78,95174.57807700487
1,13.60114462854594,1490.07,3,90994.87519040616
1,38.15721740199405,324.86,27,99322.96519759722
1,50.16862246156185,1175.34,76,94704.94103641534
1,31.184058240083058,516.29,53,97279.35519464676
1,37.37499857663673,1123.23,62,93927.01928
1,61.896867800277306,510.76,66,93431.92291456222
1,28.099383282823943,369.26,38,95320.73291246046
1,44.82116062727256,1735.49,6,95389.76522757136
1,26.47139698,315.01,77,97594.95321596623
1,63.470112536413325,1724.57,97,92814.37498438593
1,51.12163494,1309.26,9,92890.36313125264
1,46.74306293007915,1266.92,69,93822.86316219864
1,33.293970005798485,1528.98,78,89794.04542016017
1,38.04863176871359,821.3,31,96673.09753192676
1,23.44508741028412,781.36,67,91828.47353643908
1,58.28726371234796,945.4,25,94305.00069231627
1,50.37779412505598,319.97,20,100288.30124743824
1,61.36060981975562,1910.38,57,92321.48370127087
1,72.25385813,1221.95,30,95001.39566491016
1,22.564379654578666,1674.04,8,93464.71794847451
1,36.00056707903367,1655.06,59,91622.92379292136
1,32.74197121935473,1261.6,79,94722.32676
1,42.78530908512028,1935.34,38,88067.20131244283
1,55.22731500263966,1463.55,25,95784.6692
1,19.260121458562427,605.4,39,96630.56954835542
1,16.970598438750855,1520.38,20,92432.11544768732
1,22.84188830339601,1092.25,36,92265.19525698834
2,17.124896018921444,1158.04,66,92970.82370488864
2,56.21926368677397,884.07,41,93397.04475084528
2,53.20697911693047,890.51,2,95013.69417979095
2,82.96738010045958,1443.59,87,93217.8615
2,105.36478284438137,1762.96,30,93573.14475992258
2,41.18265241710886,796.19,10,92378.441
2,73.84962340176143,1967.36,26,89354.15292965015
2,25.58616520720891,980.11,77,93183.02077568429
2,91.12581219215843,1504.42,90,89176.37455
2,38.944541395524126,1702.32,70,93509.92868338648
2,45.59825052851061,182.76,64,95494.09912634909
2,113.0704067546825,1249.36,46,93730.34965255715
2,102.7930921655154,713.68,15,98749.05999184446
2,101.18283064482168,147.43,36,99462.36476062912
2,81.34802895840167,1401.85,22,97704.81775603928
2,45.92103413946778,1223.3,69,93370.62228160287
2,74.95879895093185,1282.77,32,89626.32905272517
2,46.41892679289856,1873.55,82,88860.63758
2,79.64037640710731,1664.46,81,92518.51157556096
2,15.838250228822494,1554.37,59,91804.58466061438
2,103.35676636438497,854.26,32,94781.82412045512
2,114.18768299619728,1959.02,5,96936.08842608106
2,92.80004800897431,733.77,86,97007.30387114944
2,51.59297968959753,1210.02,72,94995.10916062749
2,19.728605471491623,1109.24,16,94749.30501
2,33.254500993412705,1587.63,44,93982.03696831636
2,59.17497504643729,1622.95,71,89621.73059617181
2,113.6357360747228,61.79,88,99757.86589855172
2,79.69058027602458,367,11,99443.74643085447
2,120.56412395479954,496.74,34,96036.77399424223
2,93.18720698217297,183.03,53,98647.67893765452
2,57.43779009513671,1088.55,66,91671.54967138928
2,39.68894121968967,989.89,64,90325.33508830942
2,124.68959140233898,1629.67,84,95909.50759523537
2,65.60862683925491,1228.43,96,91557.14108239207
2,62.66485679748506,918.2,60,95267.61801288144
2,19.834300841766176,1387.87,41,90850.56056018244
2,52.805936521974346,1102.93,19,94577.69787
2,56.57418140145742,849.28,14,93613.43008
2,104.0912627630034,942.69,88,95211.74717239728
2,61.42209157582148,1353.91,95,89268.91226257978
2,16.48935863454646,332.81,36,93853.10962887928
2,51.380870902461886,1849.89,4,91326.86085975407
2,97.35625556322604,940.5,39,95432.31187
2,120.91054262457814,1161.91,29,94207.25527688397
2,32.09779866534486,539.84,73,93204.87980481952
2,58.13102097692198,738.42,94,93800.49950484646
2,58.620703269930736,487.95,26,97753.69412355532
